0,127044,002918,26.570,1.000,116893.0000,18.60,34.54,20220221,112.0000,20270816,127044,116886.5500,20210916,0.01,AA-,AA-
0,123122,300613,92.340,1.000,58119.0000,27.70,120.04,20220214,115.0000,20270806,123122,58049.7300,20210824,0.12,A+,A+
0,123124,300655,17.360,0.400,52300.0000,5.21,18.58,20220221,107.0000,20270816,123124,52274.0700,20210907,0.05,A+,A+
0,127042,002969,4.850,1.000,75000.0000,3.40,6.31,20220214,112.0000,20270809,127042,74979.0600,20210908,0.03,AA,AA
0,127047,002798,13.340,1.000,150000.0000,9.34,17.34,20220429,115.0000,20271025,127047,149977.7600,20211126,0.01,A+,A+
0,123127,300818,24.400,1.100,40000.0000,17.08,31.72,20220505,110.0000,20271029,123127,39967.6900,20211119,0.08,A+,A+
0,123128,300483,19.610,1.000,137950.0000,13.73,25.49,20220505,110.0000,20271101,123128,137903.7600,20211118,0.03,AA,AA
0,127049,000876,10.600,0.800,815000.0000,7.42,13.78,20220509,107.0000,20271102,127049,814355.6300,20211129,0.08,AAA,AAA
0,123130,300732,8.960,1.000,37600.0000,6.27,11.65,20220517,112.0000,20271111,123130,37549.8500,20211202,0.13,AA,AA
0,127050,002984,28.660,1.000,219894.0000,20.06,37.26,20220517,110.0000,20271111,127050,219875.5900,20211206,0.01,AA,AA
0,127051,002975,61.870,1.000,52600.0000,43.31,80.43,20220523,115.0000,20271117,127051,52586.1000,20211217,0.03,AA-,AA-
0,123052,300665,7.090,2.000,17700.0000,4.96,9.22,20201211,120.0000,20260605,123052,15017.5900,20200703,15.15,A+,A+
0,123129,300798,7.950,1.000,60000.0000,4.77,9.54,20220510,112.0000,20271104,123129,19411.8500,20211124,67.65,A+,A+
0,123131,300738,10.090,1.200,63500.0000,7.06,13.12,20220609,115.0000,20271203,123131,63476.0700,20211222,0.04,A+,A+
0,123132,300871,27.710,1.000,70000.0000,19.40,36.02,20220623,115.0000,20271217,123132,69989.7500,20220107,0.01,AA-,AA-
0,123133,300673,17.830,1.000,72000.0000,12.48,23.18,20220628,115.0000,20271222,123133,71982.4900,20220121,0.02,AA-,AA-
0,127052,002534,18.700,1.000,111000.0000,13.09,24.31,20220630,110.0000,20271224,127052,110991.1500,20220124,0.01,AA,AA
