0|002432|1|20220104|20220118
0|002750|1|20220104|20220118
0|300412|1|20220104|20220118
0|300534|1|20211231|20220114
1|600078|1|20211231|20220114
1|600090|1|20211231|20220114
1|600145|1|20211231|20220114
1|600146|1|20220112|20220125
1|600272|1|20220112|20220126
1|600880|1|20220105|20220119
1|688075|1|20220112|20220126
