1,510210,000001,1,jjjl0000040,
1,510760,000001,1,jjjl0000034,
1,510290,000009,1,jjjl0000033,
1,510180,000010,1,jjjl0000032,
1,510880,000015,1,jjjl0000082,
1,510800,000016,1,jjjl0000097,
1,510850,000016,1,jjjl0000090,
1,510860,000016,1,9900026037,
1,510710,000016,1,jjjl0000035,
1,510600,000016,1,jjjl0000074,
1,510680,000016,1,jjjl0000050,
1,510190,000016,1,jjjl0000032,
1,510050,000016,1,jjjl0000031,
1,510100,000016,1,jjjl0000041,
1,510230,000018,1,jjjl0000034,
1,510690,000018,1,9900026037,
1,510010,000021,1,jjjl0000096,
1,510030,000029,1,jjjl0000062,
1,510630,000036,1,jjjl0000031,
1,510660,000037,1,jjjl0000031,
1,510650,000038,1,jjjl0000031,
1,510060,000042,1,jjjl0000090,
1,510020,000043,1,jjjl0000035,
1,510130,000044,1,jjjl0000041,
1,510220,000046,1,jjjl0000082,
1,510090,000048,1,jjjl0000097,
1,510270,000056,1,jjjl0000072,
1,510110,000063,1,jjjl0000047,
1,510120,000064,1,jjjl0000047,
1,510170,000066,1,jjjl0000051,
1,510410,000068,1,jjjl0000035,
1,510150,000069,1,jjjl0000060,
1,511010,000140,1,jjjl0000034,
1,512770,000171,62,jjjl0000031,
1,512830,000171,62,jjjl0000089,
0,159981,000201,62,jjjl0000097,
1,510300,000300,1,jjjl0000082,
1,510310,000300,1,jjjl0000041,
1,510330,000300,1,jjjl0000031,
1,510350,000300,1,jjjl0000090,
1,510360,000300,1,jjjl0000065,
1,510370,000300,1,9900026037,
1,510380,000300,1,9900027614,
1,510390,000300,1,9900017727,
1,515130,000300,1,jjjl0000035,
1,515310,000300,1,jjjl0000089,
1,515330,000300,1,jjjl0000085,
1,515350,000300,1,9900005499,
1,515360,000300,1,9900021829,
1,515380,000300,1,9900053495,
1,515390,000300,1,jjjl0000032,
0,159673,000300,1,jjjl0000036,
0,159919,000300,1,jjjl0000037,
0,159925,000300,1,jjjl0000033,
1,515660,000300,1,jjjl0000051,
1,515930,000300,1,9900027308,
1,561000,000300,1,jjjl0000032,
1,561300,000300,1,jjjl0000034,
1,561990,000300,1,jjjl0000060,
1,588100,000682,1,jjjl0000037,
1,588260,000682,1,jjjl0000032,
1,588200,000685,1,jjjl0000037,
1,588290,000685,1,jjjl0000032,
1,588180,000688,1,jjjl0000051,
1,588280,000688,1,jjjl0000032,
1,588150,000688,1,jjjl0000033,
1,588000,000688,1,jjjl0000031,
1,588050,000688,1,jjjl0000090,
1,588060,000688,1,jjjl0000065,
1,588080,000688,1,jjjl0000041,
1,588090,000688,1,jjjl0000082,
1,588370,000688,1,jjjl0000033,
1,588460,000688,1,jjjl0000036,
1,588010,000689,1,jjjl0000035,
1,588160,000689,1,jjjl0000033,
1,510440,000802,1,jjjl0000039,
1,516600,000806,62,jjjl0000090,
1,516900,000807,62,jjjl0000032,
1,516650,000811,62,jjjl0000031,
1,516680,000811,62,jjjl0000097,
0,159652,000811,62,jjjl0000089,
0,159886,000812,62,jjjl0000040,
1,516960,000812,62,jjjl0000034,
1,516690,000813,62,jjjl0000042,
1,516020,000813,62,jjjl0000062,
1,516120,000813,62,jjjl0000040,
1,516220,000813,62,jjjl0000034,
0,159870,000813,62,jjjl0000036,
1,512120,000814,1,jjjl0000032,
1,515170,000815,62,jjjl0000031,
0,159862,000815,62,jjjl0000042,
1,516170,000815,62,9900017727,
1,515710,000815,62,jjjl0000062,
1,512400,000819,1,jjjl0000033,
1,512530,000821,62,jjjl0000097,
1,561580,000825,62,jjjl0000082,
1,512580,000827,1,jjjl0000065,
1,512100,000852,1,jjjl0000033,
0,159845,000852,1,jjjl0000031,
0,159846,000852,1,jjjl0000097,
0,159633,000852,1,jjjl0000041,
0,159629,000852,1,jjjl0000040,
0,159677,000852,1,jjjl0000042,
0,159679,000852,1,jjjl0000034,
0,159680,000852,1,jjjl0000060,
0,159685,000852,1,jjjl0000085,
1,561590,000852,1,jjjl0000082,
1,560010,000852,1,jjjl0000065,
1,560110,000852,1,jjjl0000089,
1,560590,000852,1,jjjl0000036,
1,516300,000852,1,jjjl0000082,
1,512330,000858,1,jjjl0000033,
1,515150,000859,62,jjjl0000040,
1,515110,000859,62,jjjl0000041,
1,515990,000859,62,jjjl0000089,
1,512950,000860,1,jjjl0000031,
1,512960,000860,1,jjjl0000035,
0,159959,000860,1,jjjl0000042,
0,159974,000861,62,jjjl0000040,
1,515900,000861,62,jjjl0000035,
1,515680,000861,62,jjjl0000037,
1,515600,000861,62,jjjl0000065,
1,510160,000901,1,jjjl0000033,
0,159923,000903,1,jjjl0000039,
1,512910,000903,1,jjjl0000065,
0,159686,000903,1,jjjl0000041,
0,159630,000903,1,jjjl0000089,
0,159631,000903,1,jjjl0000060,
0,159627,000903,1,jjjl0000031,
1,515670,000903,1,jjjl0000072,
1,561180,000903,1,jjjl0000040,
1,562000,000903,1,jjjl0000062,
1,561950,000905,1,jjjl0000060,
1,563030,000905,1,jjjl0000041,
1,560950,000905,1,jjjl0000089,
1,561350,000905,1,jjjl0000034,
1,561550,000905,1,jjjl0000082,
1,560100,000905,1,jjjl0000033,
0,159610,000905,1,jjjl0000063,
0,159678,000905,1,jjjl0000035,
0,159820,000905,1,jjjl0000085,
0,159922,000905,1,jjjl0000037,
0,159935,000905,1,jjjl0000063,
1,512500,000905,1,jjjl0000031,
1,512510,000905,1,jjjl0000082,
1,515190,000905,1,qsgn0000638,
1,515530,000905,1,9900053495,
1,515550,000905,1,9900026588,
0,159968,000905,1,jjjl0000035,
0,159982,000905,1,jjjl0000036,
0,159999,000905,1,9900027308,
1,510500,000905,1,jjjl0000033,
1,510510,000905,1,jjjl0000065,
1,510530,000905,1,jjjl0000090,
1,510550,000905,1,9900021829,
1,510560,000905,1,9900027614,
1,510570,000905,1,9900026037,
1,510580,000905,1,jjjl0000041,
1,510590,000905,1,9900017727,
0,159517,000906,1,jjjl0000042,
1,515610,000906,1,jjjl0000072,
1,515620,000906,1,jjjl0000097,
1,515800,000906,1,jjjl0000089,
1,515810,000906,1,jjjl0000041,
1,515820,000906,1,jjjl0000040,
1,515830,000906,1,jjjl0000090,
1,512010,000913,1,jjjl0000041,
0,159933,000914,1,jjjl0000046,
0,159656,000918,62,jjjl0000050,
1,562310,000918,62,jjjl0000042,
1,562320,000919,62,jjjl0000042,
1,560330,000919,62,jjjl0000074,
1,560020,000922,62,jjjl0000089,
1,515890,000922,62,jjjl0000035,
1,515180,000922,62,jjjl0000041,
1,515080,000922,62,jjjl0000060,
1,512750,000925,62,jjjl0000037,
0,159930,000928,1,jjjl0000089,
0,159928,000932,1,jjjl0000089,
0,159672,000932,1,jjjl0000035,
0,159689,000932,1,jjjl0000033,
1,512600,000932,1,jjjl0000037,
1,560680,000932,1,jjjl0000065,
1,512610,000933,1,jjjl0000037,
0,159929,000933,1,jjjl0000089,
0,159931,000934,1,jjjl0000089,
1,512640,000934,1,jjjl0000037,
0,159511,000936,62,jjjl0000033,
0,159752,000941,62,jjjl0000074,
1,516270,000941,62,jjjl0000032,
1,561320,000945,62,jjjl0000034,
0,159683,000945,62,jjjl0000037,
0,159768,000948,62,jjjl0000042,
0,159825,000949,62,jjjl0000040,
0,159827,000949,62,jjjl0000042,
1,516810,000949,62,jjjl0000031,
1,516070,000977,62,jjjl0000041,
1,560560,000977,62,9900053495,
1,562300,000977,62,jjjl0000042,
0,159790,000977,62,jjjl0000031,
0,159885,000977,62,jjjl0000036,
1,515590,000982,1,9900025283,
0,159945,000986,1,jjjl0000065,
0,159944,000987,1,jjjl0000065,
0,159936,000989,1,jjjl0000065,
0,159938,000991,1,jjjl0000065,
0,159940,000992,1,jjjl0000065,
0,159939,000993,1,jjjl0000065,
0,159903,399001,0,jjjl0000033,
0,159943,399001,0,jjjl0000039,
0,159902,399005,0,jjjl0000031,
0,159908,399006,0,jjjl0000035,
0,159915,399006,0,jjjl0000041,
0,159808,399006,0,jjjl0000043,
0,159810,399006,0,9900004383,
0,159821,399006,0,qsgn0000638,
0,159675,399006,0,jjjl0000037,
0,159676,399006,0,jjjl0000040,
0,159948,399006,0,jjjl0000033,
0,159952,399006,0,jjjl0000065,
0,159955,399006,0,jjjl0000037,
0,159956,399006,0,jjjl0000097,
0,159957,399006,0,jjjl0000031,
0,159958,399006,0,jjjl0000090,
0,159964,399006,0,9900017727,
0,159971,399006,0,jjjl0000040,
0,159977,399006,0,jjjl0000085,
0,159912,399007,0,jjjl0000089,
0,159836,399012,0,jjjl0000085,
0,159716,399088,0,jjjl0000062,
0,159721,399088,0,9900027308,
0,159777,399276,0,jjjl0000051,
0,159773,399276,0,jjjl0000082,
0,159709,399285,0,jjjl0000090,
0,159804,399291,0,9900027614,
0,159814,399293,0,9900016888,
0,159991,399293,0,jjjl0000060,
0,159966,399295,0,jjjl0000031,
0,159967,399296,0,jjjl0000031,
0,159907,399303,0,jjjl0000065,
0,159521,399303,0,9900017727,
0,159628,399303,0,jjjl0000050,
0,159708,399324,0,9900016888,
0,159905,399324,0,jjjl0000090,
0,159906,399326,0,jjjl0000039,
0,159901,399330,0,jjjl0000041,
0,159706,399330,0,jjjl0000032,
0,159969,399330,0,jjjl0000042,
0,159970,399330,0,jjjl0000090,
0,159961,399330,0,9900021829,
0,159975,399330,0,jjjl0000060,
0,159913,399348,0,jjjl0000096,
0,159728,399361,0,jjjl0000033,
0,159973,399362,0,9900036740,
0,159986,399364,0,9900036740,
0,159698,399365,0,jjjl0000036,
0,159990,399377,0,jjjl0000042,
0,159717,399378,0,jjjl0000036,
0,159653,399378,0,jjjl0000051,
0,159507,399389,0,jjjl0000065,
0,159695,399389,0,jjjl0000037,
0,159880,399395,0,jjjl0000036,
0,159843,399396,0,jjjl0000060,
0,159951,399422,0,jjjl0000037,
0,159662,399433,0,jjjl0000033,
0,159993,399437,0,jjjl0000036,
0,159669,399438,0,jjjl0000034,
0,159625,399438,0,jjjl0000037,
0,159697,399439,0,jjjl0000036,
0,159508,399441,0,jjjl0000032,
0,159859,399441,0,jjjl0000085,
0,159839,399441,0,jjjl0000089,
0,159965,399550,0,9900026588,
0,159909,399610,0,jjjl0000060,
0,159918,399624,0,jjjl0000037,
0,159681,399673,0,jjjl0000036,
0,159682,399673,0,jjjl0000063,
0,159949,399673,0,jjjl0000032,
0,159916,399701,0,jjjl0000097,
0,159910,399702,0,jjjl0000037,
0,159932,399802,0,jjjl0000039,
0,159875,399808,0,jjjl0000037,
1,516090,399808,0,jjjl0000041,
1,516160,399808,0,jjjl0000033,
1,516850,399808,0,jjjl0000031,
1,516580,399808,0,jjjl0000035,
1,516560,399812,0,jjjl0000062,
1,516550,399814,0,jjjl0000037,
0,159707,399965,0,jjjl0000062,
1,515630,399966,0,jjjl0000036,
1,512560,399967,0,jjjl0000041,
1,512660,399967,0,jjjl0000034,
1,512680,399967,0,jjjl0000065,
1,512810,399967,0,jjjl0000062,
1,512980,399971,0,jjjl0000065,
0,159805,399971,0,jjjl0000036,
1,512670,399973,0,jjjl0000036,
1,512570,399975,0,jjjl0000041,
1,512900,399975,0,jjjl0000033,
1,512880,399975,0,jjjl0000034,
1,515560,399975,0,jjjl0000097,
1,515010,399975,0,jjjl0000031,
1,512000,399975,0,jjjl0000062,
0,159841,399975,0,jjjl0000085,
0,159842,399975,0,jjjl0000042,
0,159848,399975,0,jjjl0000051,
1,515850,399975,0,jjjl0000040,
1,516200,399975,0,jjjl0000032,
1,560090,399975,0,jjjl0000089,
1,516660,399976,0,jjjl0000032,
0,159824,399976,0,jjjl0000035,
0,159806,399976,0,jjjl0000034,
0,159637,399976,0,9900042415,
1,515030,399976,0,jjjl0000031,
1,515280,399986,0,jjjl0000040,
1,515290,399986,0,jjjl0000085,
1,515020,399986,0,jjjl0000031,
1,512820,399986,0,jjjl0000089,
1,512700,399986,0,jjjl0000033,
1,512730,399986,0,jjjl0000036,
1,512800,399986,0,jjjl0000062,
1,516210,399986,0,jjjl0000032,
1,516310,399986,0,jjjl0000041,
1,512690,399987,0,jjjl0000036,
1,512170,399989,0,jjjl0000062,
0,159847,399989,0,jjjl0000041,
0,159828,399989,0,jjjl0000034,
0,159613,399994,0,jjjl0000037,
1,562920,399994,0,jjjl0000041,
1,516970,399995,0,jjjl0000065,
1,515220,399998,0,jjjl0000034,
1,512360,704843,62,9900017727,
1,512860,704843,62,jjjl0000032,
1,512920,704843,62,jjjl0000086,
1,512390,707918,12,9900017727,
1,512520,716567,62,jjjl0000082,
1,512990,716567,62,jjjl0000031,
1,515160,716567,62,jjjl0000060,
1,512180,716567,62,jjjl0000097,
1,512090,716567,62,jjjl0000041,
1,512280,716567,62,jjjl0000063,
1,512160,716567,62,jjjl0000033,
